campagne,sample,col,row,aspect,time,dayPeriod,treatment,species,tissu,StarchNscTissue,chamber
1,391,2,4,N,A,Day,Control,Pinus,END,0.546156108,4-Feb
1,391,2,4,N,A,Day,Control,Pinus,IT,0.79422722,4-Feb
1,391,2,4,N,A,Day,Control,Pinus,LM,2.892303478,4-Feb
1,391,2,4,N,A,Day,Control,Pinus,UM,2.237313195,4-Feb
1,391,2,4,N,B,Day,Control,Pinus,END,1.234322483,4-Feb
1,391,2,4,N,B,Day,Control,Pinus,IT,0.979705087,4-Feb
1,391,2,4,N,B,Day,Control,Pinus,LM,3.136392552,4-Feb
1,391,2,4,N,B,Day,Control,Pinus,UM,1.709579877,4-Feb
1,391,2,4,N,B,Day,Control,Pinus,END,1.221760942,4-Feb
1,391,2,4,N,B,Day,Control,Pinus,IT,0.969734754,4-Feb
1,391,2,4,N,B,Day,Control,Pinus,LM,3.246953783,4-Feb
1,391,2,4,N,B,Day,Control,Pinus,UM,1.621550521,4-Feb
1,391,2,4,N,C,Night,Control,Pinus,END,1.17044142,4-Feb
1,391,2,4,N,C,Night,Control,Pinus,IT,0.505528793,4-Feb
1,391,2,4,N,C,Night,Control,Pinus,LM,2.682843042,4-Feb
1,391,2,4,N,C,Night,Control,Pinus,UM,1.901186744,4-Feb
1,391,2,4,N,C,Night,Control,Pinus,END,1.173588772,4-Feb
1,391,2,4,N,C,Night,Control,Pinus,IT,0.506888175,4-Feb
1,391,2,4,N,C,Night,Control,Pinus,LM,2.600017607,4-Feb
1,391,2,4,N,C,Night,Control,Pinus,UM,1.979505445,4-Feb
1,391,2,4,N,D,Night,Control,Pinus,END,0.548651968,4-Feb
1,391,2,4,N,D,Night,Control,Pinus,IT,1.454866628,4-Feb
1,391,2,4,N,D,Night,Control,Pinus,LM,2.404597145,4-Feb
1,391,2,4,N,D,Night,Control,Pinus,UM,2.491884259,4-Feb
1,391,2,4,N,D,Night,Control,Pinus,END,0.546301897,4-Feb
1,391,2,4,N,D,Night,Control,Pinus,IT,1.448634919,4-Feb
1,391,2,4,N,D,Night,Control,Pinus,LM,2.155485906,4-Feb
1,391,2,4,N,D,Night,Control,Pinus,UM,2.749577278,4-Feb
1,391,2,4,N,E,Day,Control,Pinus,END,0.352933379,4-Feb
1,391,2,4,N,E,Day,Control,Pinus,IT,1.36014662,4-Feb
1,391,2,4,N,E,Day,Control,Pinus,LM,2.31155707,4-Feb
1,391,2,4,N,E,Day,Control,Pinus,UM,2.035362932,4-Feb
1,391,2,4,N,E,Day,Control,Pinus,END,0.351635413,4-Feb
1,391,2,4,N,E,Day,Control,Pinus,IT,1.355144477,4-Feb
1,391,2,4,N,E,Day,Control,Pinus,LM,2.487422505,4-Feb
1,391,2,4,N,E,Day,Control,Pinus,UM,1.865797604,4-Feb
1,391,2,4,N,F,Day,Control,Pinus,END,0.948728168,4-Feb
1,391,2,4,N,F,Day,Control,Pinus,IT,0.885211085,4-Feb
1,391,2,4,N,F,Day,Control,Pinus,LM,2.121390317,4-Feb
1,391,2,4,N,F,Day,Control,Pinus,UM,1.90467043,4-Feb
1,391,2,4,N,F,Day,Control,Pinus,END,0.934362379,4-Feb
1,391,2,4,N,F,Day,Control,Pinus,IT,0.871807081,4-Feb
1,391,2,4,N,F,Day,Control,Pinus,LM,2.532689201,4-Feb
1,391,2,4,N,F,Day,Control,Pinus,UM,1.52114134,4-Feb
2,494,3,1,S,A,Day,Drought,Pinus,END,0.344930842,1-Mar
2,494,3,1,S,A,Day,Drought,Pinus,IT,0.283329974,1-Mar
2,494,3,1,S,A,Day,Drought,Pinus,LM,1.79694221,1-Mar
2,494,3,1,S,A,Day,Drought,Pinus,UM,1.484796974,1-Mar
2,494,3,1,S,A,Day,Drought,Pinus,END,0.344275289,1-Mar
2,494,3,1,S,A,Day,Drought,Pinus,IT,0.282791496,1-Mar
2,494,3,1,S,A,Day,Drought,Pinus,LM,1.830710108,1-Mar
2,494,3,1,S,A,Day,Drought,Pinus,UM,1.452223107,1-Mar
2,494,3,1,S,A',Day,Drought,Pinus,END,0.466926311,1-Mar
2,494,3,1,S,A',Day,Drought,Pinus,IT,0.302889458,1-Mar
2,494,3,1,S,A',Day,Drought,Pinus,LM,3.428940273,1-Mar
2,494,3,1,S,A',Day,Drought,Pinus,UM,1.401243959,1-Mar
2,494,3,1,S,A',Day,Drought,Pinus,END,0.483049303,1-Mar
2,494,3,1,S,A',Day,Drought,Pinus,IT,0.313348248,1-Mar
2,494,3,1,S,A',Day,Drought,Pinus,LM,3.136663621,1-Mar
2,494,3,1,S,A',Day,Drought,Pinus,UM,1.666938828,1-Mar
2,494,3,1,S,B,Day,Drought,Pinus,END,0.46198938,1-Mar
2,494,3,1,S,B,Day,Drought,Pinus,IT,0.360673255,1-Mar
2,494,3,1,S,B,Day,Drought,Pinus,LM,2.578732222,1-Mar
2,494,3,1,S,B,Day,Drought,Pinus,UM,2.138605143,1-Mar
2,494,3,1,S,B,Day,Drought,Pinus,END,0.459259396,1-Mar
2,494,3,1,S,B,Day,Drought,Pinus,IT,0.358541967,1-Mar
2,494,3,1,S,B,Day,Drought,Pinus,LM,2.694204263,1-Mar
2,494,3,1,S,B,Day,Drought,Pinus,UM,2.027994374,1-Mar
2,494,3,1,S,C,Night,Drought,Pinus,END,0.404833742,1-Mar
2,494,3,1,S,C,Night,Drought,Pinus,IT,0.266174015,1-Mar
2,494,3,1,S,C,Night,Drought,Pinus,LM,2.543609825,1-Mar
2,494,3,1,S,C,Night,Drought,Pinus,UM,2.105382418,1-Mar
2,494,3,1,S,C,Night,Drought,Pinus,END,0.40404229,1-Mar
2,494,3,1,S,C,Night,Drought,Pinus,IT,0.265653644,1-Mar
2,494,3,1,S,C,Night,Drought,Pinus,LM,2.606503131,1-Mar
2,494,3,1,S,C,Night,Drought,Pinus,UM,2.043800935,1-Mar
2,494,3,1,S,D,Night,Drought,Pinus,END,0.486155569,1-Mar
2,494,3,1,S,D,Night,Drought,Pinus,IT,0.619837589,1-Mar
2,494,3,1,S,D,Night,Drought,Pinus,LM,2.844556179,1-Mar
2,494,3,1,S,D,Night,Drought,Pinus,UM,2.159450664,1-Mar
2,494,3,1,S,D,Night,Drought,Pinus,END,0.48449171,1-Mar
2,494,3,1,S,D,Night,Drought,Pinus,IT,0.617716205,1-Mar
2,494,3,1,S,D,Night,Drought,Pinus,LM,2.890972219,1-Mar
2,494,3,1,S,D,Night,Drought,Pinus,UM,2.116819866,1-Mar
2,494,3,1,S,E,Day,Drought,Pinus,END,0.372267924,1-Mar
2,494,3,1,S,E,Day,Drought,Pinus,IT,0.476179479,1-Mar
2,494,3,1,S,E,Day,Drought,Pinus,LM,3.856887649,1-Mar
2,494,3,1,S,E,Day,Drought,Pinus,UM,2.024664948,1-Mar
2,494,3,1,S,E,Day,Drought,Pinus,END,0.362059886,1-Mar
2,494,3,1,S,E,Day,Drought,Pinus,IT,0.463122059,1-Mar
2,494,3,1,S,E,Day,Drought,Pinus,LM,4.161104954,1-Mar
2,494,3,1,S,E,Day,Drought,Pinus,UM,1.743713101,1-Mar
2,494,3,1,S,F,Day,Drought,Pinus,END,0.479343899,1-Mar
2,494,3,1,S,F,Day,Drought,Pinus,IT,0.202948765,1-Mar
2,494,3,1,S,F,Day,Drought,Pinus,LM,2.764028683,1-Mar
2,494,3,1,S,F,Day,Drought,Pinus,UM,4.363678653,1-Mar
2,494,3,1,S,F,Day,Drought,Pinus,END,0.483149117,1-Mar
2,494,3,1,S,F,Day,Drought,Pinus,IT,0.204559851,1-Mar
2,494,3,1,S,F,Day,Drought,Pinus,LM,3.116137521,1-Mar
2,494,3,1,S,F,Day,Drought,Pinus,UM,4.006153511,1-Mar
2,579,3,3,N,A,Day,Control,Pinus,END,0.864454852,3-Mar
2,579,3,3,N,A,Day,Control,Pinus,IT,1.296519727,3-Mar
2,579,3,3,N,A,Day,Control,Pinus,LM,5.127894468,3-Mar
2,579,3,3,N,A,Day,Control,Pinus,UM,2.851130953,3-Mar
2,579,3,3,N,A,Day,Control,Pinus,END,0.85765033,3-Mar
2,579,3,3,N,A,Day,Control,Pinus,IT,1.286314224,3-Mar
2,579,3,3,N,A,Day,Control,Pinus,LM,5.300831937,3-Mar
2,579,3,3,N,A,Day,Control,Pinus,UM,2.695203508,3-Mar
2,579,3,3,N,A',Day,Control,Pinus,END,0.674562102,3-Mar
2,579,3,3,N,A',Day,Control,Pinus,IT,1.779596489,3-Mar
2,579,3,3,N,A',Day,Control,Pinus,LM,4.026947239,3-Mar
2,579,3,3,N,A',Day,Control,Pinus,UM,4.00889417,3-Mar
2,579,3,3,N,A',Day,Control,Pinus,END,0.634902586,3-Mar
2,579,3,3,N,A',Day,Control,Pinus,IT,1.674968708,3-Mar
2,579,3,3,N,A',Day,Control,Pinus,LM,5.160002504,3-Mar
2,579,3,3,N,A',Day,Control,Pinus,UM,3.020126202,3-Mar
2,579,3,3,N,B,Day,Control,Pinus,END,0.941776235,3-Mar
2,579,3,3,N,B,Day,Control,Pinus,IT,0.667744224,3-Mar
2,579,3,3,N,B,Day,Control,Pinus,LM,6.26803062,3-Mar
2,579,3,3,N,B,Day,Control,Pinus,UM,3.882448921,3-Mar
2,579,3,3,N,B,Day,Control,Pinus,END,0.952709205,3-Mar
2,579,3,3,N,B,Day,Control,Pinus,IT,0.675495989,3-Mar
2,579,3,3,N,B,Day,Control,Pinus,LM,5.524211455,3-Mar
2,579,3,3,N,B,Day,Control,Pinus,UM,4.60758335,3-Mar
2,579,3,3,N,C,Night,Control,Pinus,END,1.147445551,3-Mar
2,579,3,3,N,C,Night,Control,Pinus,IT,1.65296535,3-Mar
2,579,3,3,N,C,Night,Control,Pinus,LM,5.535974536,3-Mar
2,579,3,3,N,C,Night,Control,Pinus,UM,3.903614564,3-Mar
2,579,3,3,N,C,Night,Control,Pinus,END,1.150563217,3-Mar
2,579,3,3,N,C,Night,Control,Pinus,IT,1.657456538,3-Mar
2,579,3,3,N,C,Night,Control,Pinus,LM,5.378181861,3-Mar
2,579,3,3,N,C,Night,Control,Pinus,UM,4.053798385,3-Mar
2,579,3,3,N,D,Night,Control,Pinus,END,0.878748344,3-Mar
2,579,3,3,N,D,Night,Control,Pinus,IT,2.091676596,3-Mar
2,579,3,3,N,D,Night,Control,Pinus,LM,6.799982395,3-Mar
2,579,3,3,N,D,Night,Control,Pinus,UM,3.159592665,3-Mar
2,579,3,3,N,D,Night,Control,Pinus,END,0.895497713,3-Mar
2,579,3,3,N,D,Night,Control,Pinus,IT,2.131544966,3-Mar
2,579,3,3,N,D,Night,Control,Pinus,LM,6.284694271,3-Mar
2,579,3,3,N,D,Night,Control,Pinus,UM,3.618263051,3-Mar
2,579,3,3,N,E,Day,Control,Pinus,END,1.630486916,3-Mar
2,579,3,3,N,E,Day,Control,Pinus,IT,1.295553528,3-Mar
2,579,3,3,N,E,Day,Control,Pinus,LM,4.973243846,3-Mar
2,579,3,3,N,E,Day,Control,Pinus,UM,4.25071571,3-Mar
2,579,3,3,N,E,Day,Control,Pinus,END,1.63041835,3-Mar
2,579,3,3,N,E,Day,Control,Pinus,IT,1.295499047,3-Mar
2,579,3,3,N,E,Day,Control,Pinus,LM,4.937408456,3-Mar
2,579,3,3,N,E,Day,Control,Pinus,UM,4.286674147,3-Mar
2,579,3,3,N,F,Day,Control,Pinus,END,0.504016519,3-Mar
2,579,3,3,N,F,Day,Control,Pinus,IT,1.085616209,3-Mar
2,579,3,3,N,F,Day,Control,Pinus,LM,4.402106724,3-Mar
2,579,3,3,N,F,Day,Control,Pinus,UM,6.378260548,3-Mar
2,579,3,3,N,F,Day,Control,Pinus,END,0.497763451,3-Mar
2,579,3,3,N,F,Day,Control,Pinus,IT,1.072147539,3-Mar
2,579,3,3,N,F,Day,Control,Pinus,LM,4.110743076,3-Mar
2,579,3,3,N,F,Day,Control,Pinus,UM,6.689345933,3-Mar
2,778,4,2,S,A,Day,Control,Pinus,END,1.478884148,2-Apr
2,778,4,2,S,A,Day,Control,Pinus,IT,0.788342653,2-Apr
2,778,4,2,S,A,Day,Control,Pinus,LM,5.307078128,2-Apr
2,778,4,2,S,A,Day,Control,Pinus,UM,5.065695071,2-Apr
2,778,4,2,S,A,Day,Control,Pinus,END,1.478422264,2-Apr
2,778,4,2,S,A,Day,Control,Pinus,IT,0.788096439,2-Apr
2,778,4,2,S,A,Day,Control,Pinus,LM,5.277605635,2-Apr
2,778,4,2,S,A,Day,Control,Pinus,UM,5.095875662,2-Apr
2,778,4,2,S,A',Day,Control,Pinus,END,1.064431354,2-Apr
2,778,4,2,S,A',Day,Control,Pinus,IT,1.653849935,2-Apr
2,778,4,2,S,A',Day,Control,Pinus,LM,2.803289996,2-Apr
2,778,4,2,S,A',Day,Control,Pinus,UM,7.898428715,2-Apr
2,778,4,2,S,A',Day,Control,Pinus,END,1.081416872,2-Apr
2,778,4,2,S,A',Day,Control,Pinus,IT,1.680241019,2-Apr
2,778,4,2,S,A',Day,Control,Pinus,LM,2.94322185,2-Apr
2,778,4,2,S,A',Day,Control,Pinus,UM,7.715120258,2-Apr
2,778,4,2,S,B,Day,Control,Pinus,END,0.977027323,2-Apr
2,778,4,2,S,B,Day,Control,Pinus,IT,1.029385285,2-Apr
2,778,4,2,S,B,Day,Control,Pinus,LM,5.90974455,2-Apr
2,778,4,2,S,B,Day,Control,Pinus,UM,7.213842842,2-Apr
2,778,4,2,S,B,Day,Control,Pinus,END,0.979053476,2-Apr
2,778,4,2,S,B,Day,Control,Pinus,IT,1.031520018,2-Apr
2,778,4,2,S,B,Day,Control,Pinus,LM,6.617683004,2-Apr
2,778,4,2,S,B,Day,Control,Pinus,UM,6.501743503,2-Apr
2,778,4,2,S,C,Night,Control,Pinus,END,0.899824272,2-Apr
2,778,4,2,S,C,Night,Control,Pinus,IT,0.824790624,2-Apr
2,778,4,2,S,C,Night,Control,Pinus,LM,5.777809091,2-Apr
2,778,4,2,S,C,Night,Control,Pinus,UM,7.537576013,2-Apr
2,778,4,2,S,C,Night,Control,Pinus,END,0.907519369,2-Apr
2,778,4,2,S,C,Night,Control,Pinus,IT,0.831844051,2-Apr
2,778,4,2,S,C,Night,Control,Pinus,LM,6.003590861,2-Apr
2,778,4,2,S,C,Night,Control,Pinus,UM,7.297045719,2-Apr
2,778,4,2,S,D,Night,Control,Pinus,END,1.160747306,2-Apr
2,778,4,2,S,D,Night,Control,Pinus,IT,1.330294161,2-Apr
2,778,4,2,S,D,Night,Control,Pinus,LM,7.044203878,2-Apr
2,778,4,2,S,D,Night,Control,Pinus,UM,5.734754654,2-Apr
2,778,4,2,S,D,Night,Control,Pinus,END,1.151682284,2-Apr
2,778,4,2,S,D,Night,Control,Pinus,IT,1.319905038,2-Apr
2,778,4,2,S,D,Night,Control,Pinus,LM,6.289930092,2-Apr
2,778,4,2,S,D,Night,Control,Pinus,UM,6.508482586,2-Apr
2,778,4,2,S,E,Day,Control,Pinus,END,0.77140504,2-Apr
2,778,4,2,S,E,Day,Control,Pinus,IT,0.238147782,2-Apr
2,778,4,2,S,E,Day,Control,Pinus,LM,2.14333879,2-Apr
2,778,4,2,S,E,Day,Control,Pinus,UM,3.907108388,2-Apr
2,778,4,2,S,E,Day,Control,Pinus,END,0.776775195,2-Apr
2,778,4,2,S,E,Day,Control,Pinus,IT,0.239805654,2-Apr
2,778,4,2,S,E,Day,Control,Pinus,LM,2.409055858,2-Apr
2,778,4,2,S,E,Day,Control,Pinus,UM,3.634363293,2-Apr
2,778,4,2,S,F,Day,Control,Pinus,END,0.837769533,2-Apr
2,778,4,2,S,F,Day,Control,Pinus,IT,0.998742834,2-Apr
2,778,4,2,S,F,Day,Control,Pinus,LM,6.930687373,2-Apr
2,778,4,2,S,F,Day,Control,Pinus,UM,7.02280026,2-Apr
2,778,4,2,S,F,Day,Control,Pinus,END,0.8377771,2-Apr
2,778,4,2,S,F,Day,Control,Pinus,IT,0.998751855,2-Apr
2,778,4,2,S,F,Day,Control,Pinus,LM,6.97791665,2-Apr
2,778,4,2,S,F,Day,Control,Pinus,UM,6.975554395,2-Apr
2,804,4,3,N,A,Day,Drought,Pinus,END,0.661370991,3-Apr
2,804,4,3,N,A,Day,Drought,Pinus,IT,0.809291149,3-Apr
2,804,4,3,N,A,Day,Drought,Pinus,LM,2.196802582,3-Apr
2,804,4,3,N,A,Day,Drought,Pinus,UM,2.692535279,3-Apr
2,804,4,3,N,A,Day,Drought,Pinus,END,0.651518901,3-Apr
2,804,4,3,N,A,Day,Drought,Pinus,IT,0.797235572,3-Apr
2,804,4,3,N,A,Day,Drought,Pinus,LM,1.949480324,3-Apr
2,804,4,3,N,A,Day,Drought,Pinus,UM,2.961765202,3-Apr
2,804,4,3,N,A',Day,Drought,Pinus,END,0.458553109,3-Apr
2,804,4,3,N,A',Day,Drought,Pinus,IT,0.418941038,3-Apr
2,804,4,3,N,A',Day,Drought,Pinus,LM,2.06923769,3-Apr
2,804,4,3,N,A',Day,Drought,Pinus,UM,2.593268163,3-Apr
